Ticker,Last Close Price,Current Price,Signal,Method,Upper_Band,Middle_Band,Lower_Band
AAPL,274.6400146484375,274.6400146484375,HOLD (Price within Bollinger Bands),bollinger,280.28903106052576,265.865478515625,251.44192597072424
ABNB,121.54499816894531,121.54499816894531,HOLD (Price within Bollinger Bands),bollinger,131.04183321745393,125.05924949645996,119.07666577546598
ADBE,338.2799987792969,338.2799987792969,HOLD (Price within Bollinger Bands),bollinger,363.1914320970312,341.1644989013672,319.1375657057032
ADI,240.80499267578125,240.80499267578125,HOLD (Price within Bollinger Bands),bollinger,248.3313547658274,237.4862487792969,226.64114279276637
ADP,254.4250030517578,254.4250030517578,HOLD (Price within Bollinger Bands),bollinger,293.7312968994824,268.2127510070801,242.69420511467777
ADSK,302.1099853515625,302.1099853515625,HOLD (Price within Bollinger Bands),bollinger,315.06047118846345,303.84299621582034,292.6255212431772
AEP,122.69000244140625,122.69000244140625,HOLD (Price within Bollinger Bands),bollinger,123.83157396752809,118.43222274780274,113.0328715280774
AMAT,230.89999389648438,230.89999389648438,HOLD (Price within Bollinger Bands),bollinger,239.90360468439567,230.60150146484375,221.29939824529183
AMD,255.00900268554688,255.00900268554688,HOLD (Price within Bollinger Bands),bollinger,268.7556090626769,246.55594863891602,224.3562882151551
AMGN,336.67999267578125,336.67999267578125,SELL (Price above Upper Bollinger Band),bollinger,335.29252887671106,304.63050079345703,273.968472710203
AMZN,245.22500610351562,245.22500610351562,HOLD (Price within Bollinger Bands),bollinger,261.4066679000904,233.3282501220703,205.24983234405022
APP,589.1790161132812,589.1790161132812,HOLD (Price within Bollinger Bands),bollinger,663.3692701389426,609.5864501953125,555.8036302516824
ARM,148.25999450683594,148.25999450683594,HOLD (Price within Bollinger Bands),bollinger,181.16872184607809,164.55550003051758,147.94227821495707
ASML,1036.780029296875,1036.780029296875,HOLD (Price within Bollinger Bands),bollinger,1076.8854774319914,1039.1731079101562,1001.460738388321
AVGO,354.32000732421875,354.32000732421875,HOLD (Price within Bollinger Bands),bollinger,380.5852890080544,357.21799926757814,333.85070952710186
AXON,568.9400024414062,568.9400024414062,HOLD (Price within Bollinger Bands),bollinger,810.154703532628,679.311001586914,548.4672996412
AZN,87.56999969482422,87.56999969482422,HOLD (Price within Bollinger Bands),bollinger,87.95556469758543,83.83800048828125,79.72043627897708
BIIB,160.6649932861328,160.6649932861328,HOLD (Price within Bollinger Bands),bollinger,161.033325384196,151.00174942016602,140.97017345613605
BKNG,5140.3876953125,5140.3876953125,HOLD (Price within Bollinger Bands),bollinger,5293.2079969406595,5072.557836914062,4851.907676887465
BKR,47.73500061035156,47.73500061035156,HOLD (Price within Bollinger Bands),bollinger,49.77844877285872,47.27490425109863,44.77135972933855
CCEP,93.30000305175781,93.30000305175781,HOLD (Price within Bollinger Bands),bollinger,94.32407776587598,90.3375,86.35092223412403
CDNS,316.54901123046875,316.54901123046875,HOLD (Price within Bollinger Bands),bollinger,349.92297487614206,332.2504516601563,314.5779284441705
CDW,147.07000732421875,147.07000732421875,HOLD (Price within Bollinger Bands),bollinger,165.16665221624854,151.86050109863282,138.5543499810171
CEG,354.0,354.0,HOLD (Price within Bollinger Bands),bollinger,404.1623454396769,371.69750061035154,339.23265578102615
CHTR,209.81500244140625,209.81500244140625,HOLD (Price within Bollinger Bands),bollinger,265.92628708572374,234.0847496032715,202.2432121208192
